train_accuracy,train_loss,test_accuracy,test_loss
0.6193860173225403,1.025562047958374,0.6752312183380127,1.0020164251327515
0.6196702718734741,0.9523351788520813,0.6752312183380127,0.8878788948059082
0.6196702718734741,0.9348419308662415,0.6752312183380127,0.8377854824066162
0.6196702718734741,0.9338166117668152,0.6752312183380127,0.8287869691848755
0.6196702718734741,0.9307274222373962,0.6752312183380127,0.8313916325569153
0.6196702718734741,0.9283689260482788,0.6752312183380127,0.8383685946464539
0.6196702718734741,0.9200067520141602,0.6752312183380127,0.8371704816818237
0.6196702718734741,0.9150778651237488,0.6752312183380127,0.836353600025177
0.6196702718734741,0.9170842170715332,0.6752312183380127,0.8423439264297485
0.6196702718734741,0.9178109169006348,0.6752312183380127,0.8486688137054443
0.6193860173225403,0.9177036285400391,0.6752312183380127,0.8521809577941895
0.6193860173225403,0.9151272773742676,0.6752312183380127,0.8485444188117981
0.6193860173225403,0.9107409715652466,0.6752312183380127,0.8395987749099731
0.6193860173225403,0.9066110253334045,0.6752312183380127,0.8287895321846008
0.6191017627716064,0.9041501879692078,0.6752312183380127,0.8189268112182617
0.6191017627716064,0.9008272886276245,0.6752312183380127,0.8180769085884094
0.6191017627716064,0.8929194808006287,0.6752312183380127,0.8083142042160034
0.6191017627716064,0.8878891468048096,0.6752312183380127,0.7999820709228516
0.6191017627716064,0.8729321360588074,0.6752312183380127,0.7886337041854858
0.6191017627716064,0.8661838173866272,0.6752312183380127,0.7855300307273865
0.6191017627716064,0.85857754945755,0.6752312183380127,0.7784255743026733
0.6191017627716064,0.8499131798744202,0.6752312183380127,0.7741539478302002
0.6191017627716064,0.841909646987915,0.6752312183380127,0.7671273350715637
0.6191017627716064,0.835654616355896,0.6752312183380127,0.7587296962738037
0.6191017627716064,0.82052081823349,0.6752312183380127,0.7464577555656433
0.6324616074562073,0.8092725276947021,0.6916752457618713,0.7362816333770752
0.6489482522010803,0.8049955368041992,0.7163411974906921,0.7264013886451721
0.6554860472679138,0.8035295605659485,0.7070914506912231,0.734805166721344
0.6699829697608948,0.7741724252700806,0.7338129281997681,0.6954182982444763
0.6631608605384827,0.7786979675292969,0.7307296991348267,0.6935014128684998
0.6679931879043579,0.7830064296722412,0.7070914506912231,0.7155539393424988
0.6873223185539246,0.7448606491088867,0.7358684539794922,0.6693833470344543
0.6654348969459534,0.7752174139022827,0.7348406910896301,0.6878736615180969
0.6913018822669983,0.7388670444488525,0.7389516830444336,0.671044111251831
0.6890278458595276,0.7415717244148254,0.7327852249145508,0.6762693524360657
0.6881750822067261,0.7303512096405029,0.7461459636688232,0.6511144638061523
0.6955656409263611,0.7178890109062195,0.7564234137535095,0.6412832140922546
0.7006822228431702,0.7193830609321594,0.7410072088241577,0.6551356911659241
0.7077885270118713,0.6982433795928955,0.7584789395332336,0.6311944723129272
0.697555422782898,0.7097236514091492,0.7636176943778992,0.632119357585907
0.7146105766296387,0.6828641295433044,0.770811915397644,0.6131072044372559
0.7040932178497314,0.6975666880607605,0.7440904378890991,0.6335060596466064
0.715747594833374,0.6709919571876526,0.7636176943778992,0.6029294729232788
0.706651508808136,0.6787068843841553,0.7677286863327026,0.6089317798614502
0.719727098941803,0.65865159034729,0.7667009234428406,0.5957868695259094
0.7166003584861755,0.6566190123558044,0.761562168598175,0.5959778428077698
0.7237066626548767,0.6422890424728394,0.7769784331321716,0.5836887955665588
0.7353609800338745,0.6305577754974365,0.780061662197113,0.5774602293968201
0.7387720346450806,0.6282886862754822,0.7738951444625854,0.582940936088562
0.7487208843231201,0.6096727252006531,0.780061662197113,0.5626459121704102
0.741614580154419,0.6122527122497559,0.7831448912620544,0.5611180067062378
0.7552586793899536,0.5963412523269653,0.7769784331321716,0.5526072382926941
0.7592381834983826,0.5915517807006836,0.7749229073524475,0.5490072965621948
0.7561114430427551,0.5885470509529114,0.7821171879768372,0.544552206993103
0.7649232745170593,0.5752747654914856,0.7862281799316406,0.5295788645744324
0.7660602331161499,0.5746198296546936,0.7852004170417786,0.5290428996086121
0.7706083059310913,0.5652697682380676,0.7862281799316406,0.5258135795593262
0.7725980877876282,0.5566384196281433,0.7821171879768372,0.5226812958717346
0.7748720645904541,0.5499287843704224,0.7852004170417786,0.5163637399673462
0.7805571556091309,0.5475323796272278,0.7923946380615234,0.5143193006515503
0.7791358828544617,0.5431835651397705,0.78828364610672,0.5106399655342102
0.784252405166626,0.5340414643287659,0.7944501638412476,0.5140877962112427
0.785957932472229,0.5256232023239136,0.7944501638412476,0.5040328502655029
0.7936327457427979,0.516552746295929,0.8016443848609924,0.4991363286972046
0.7964752912521362,0.5093106627464294,0.8047276735305786,0.4920438528060913
0.7964752912521362,0.5052237510681152,0.7944501638412476,0.5045862197875977
0.791642963886261,0.5163158774375916,0.7759506702423096,0.5068312287330627
0.778567373752594,0.5296066999435425,0.8016443848609924,0.5366941690444946
0.7706083059310913,0.5480974912643433,0.7667009234428406,0.5340247750282288
0.8089823722839355,0.48538023233413696,0.7903391718864441,0.4987199604511261
0.7669129967689514,0.5416803359985352,0.789311408996582,0.5597953200340271
0.815520167350769,0.4723406434059143,0.7995889186859131,0.4809373915195465
0.7893689870834351,0.5079614520072937,0.7852004170417786,0.505110502243042
0.8189312219619751,0.45875588059425354,0.797533392906189,0.48019129037857056
0.7927799820899963,0.49424034357070923,0.7923946380615234,0.529846727848053
0.8268902897834778,0.4440511167049408,0.797533392906189,0.4849822521209717
0.8158044219017029,0.4651184380054474,0.7821171879768372,0.5026667714118958
0.8311540484428406,0.4332031309604645,0.8016443848609924,0.48699474334716797
0.8212052583694458,0.44065186381340027,0.7995889186859131,0.5137625932693481
0.8354178667068481,0.41973891854286194,0.8036999106407166,0.4991871118545532
0.8300170302391052,0.42477309703826904,0.7821171879768372,0.5098339319229126
0.8223422169685364,0.44329550862312317,0.7995889186859131,0.5105351805686951
0.835702121257782,0.41565844416618347,0.7769784331321716,0.5308168530464172
0.8453666567802429,0.39973118901252747,0.7903391718864441,0.5174323320388794
0.8462194204330444,0.3942364752292633,0.8006166219711304,0.5003280639648438
0.850483238697052,0.38548725843429565,0.7841726541519165,0.5054342746734619
