train_accuracy,train_loss,test_accuracy,test_loss
0.14894826710224152,1.135751485824585,0.10174717009067535,1.145827054977417
0.4582149088382721,1.0969040393829346,0.48715314269065857,1.1050559282302856
0.6193860173225403,1.0736140012741089,0.6752312183380127,0.9418268203735352
0.6193860173225403,0.9838421940803528,0.6752312183380127,0.8640238046646118
0.6193860173225403,0.9227020144462585,0.6752312183380127,0.8366414904594421
0.6193860173225403,0.9908088445663452,0.6752312183380127,0.93764728307724
0.6193860173225403,0.9761181473731995,0.6752312183380127,0.9307093620300293
0.6193860173225403,0.9271940588951111,0.6752312183380127,0.87211012840271
0.6193860173225403,0.9245708584785461,0.6752312183380127,0.8526206016540527
0.6191017627716064,0.949874222278595,0.6752312183380127,0.8632811307907104
0.6191017627716064,0.9533125758171082,0.6752312183380127,0.8620173335075378
0.6193860173225403,0.9343162775039673,0.6752312183380127,0.8465607166290283
0.6193860173225403,0.9153730273246765,0.6752312183380127,0.8371091485023499
0.6193860173225403,0.9203518033027649,0.6752312183380127,0.8526104092597961
0.6193860173225403,0.9358819127082825,0.6752312183380127,0.8739661574363708
0.6193860173225403,0.9269301891326904,0.6752312183380127,0.8614571690559387
0.6193860173225403,0.9111657738685608,0.6752312183380127,0.8287226557731628
0.6196702718734741,0.9190412759780884,0.6752312183380127,0.8262876272201538
0.6196702718734741,0.9106727838516235,0.6752312183380127,0.8257144689559937
0.6196702718734741,0.9024409055709839,0.6752312183380127,0.829232394695282
0.6196702718734741,0.8969970345497131,0.6752312183380127,0.8318166136741638
0.6196702718734741,0.8806014657020569,0.6752312183380127,0.8204634785652161
0.6196702718734741,0.8694613575935364,0.6752312183380127,0.7976576685905457
0.6193860173225403,0.852921724319458,0.6752312183380127,0.7886475324630737
0.6353041529655457,0.8315035700798035,0.6916752457618713,0.761682391166687
0.6287663578987122,0.8180914521217346,0.6834532618522644,0.7356323003768921
0.642126202583313,0.7976124882698059,0.7019526958465576,0.7256172299385071
0.6588971018791199,0.7754773497581482,0.7225077152252197,0.6985892653465271
0.6645821332931519,0.7558620572090149,0.7348406910896301,0.6758213043212891
0.6785105466842651,0.7427101731300354,0.7379239201545715,0.6660107970237732
0.6841955780982971,0.7401990294456482,0.7471736669540405,0.6475397348403931
0.6810687780380249,0.7366380095481873,0.7564234137535095,0.6570858359336853
0.6915861368179321,0.7061183452606201,0.7584789395332336,0.6178880333900452
0.693575918674469,0.7148109674453735,0.761562168598175,0.616229772567749
0.6901648640632629,0.7056187987327576,0.7646453976631165,0.6166579723358154
0.7072200179100037,0.6867075562477112,0.769784152507782,0.5941605567932129
0.7097783088684082,0.6923096179962158,0.779033899307251,0.5882498621940613
0.7111995220184326,0.666790783405304,0.7913669347763062,0.5688394904136658
0.715747594833374,0.6723835468292236,0.780061662197113,0.5783562064170837
0.7234224081039429,0.6511796712875366,0.7913669347763062,0.5597140789031982
0.7166003584861755,0.6570720672607422,0.7852004170417786,0.5663062334060669
0.7293916940689087,0.637191891670227,0.789311408996582,0.5545358061790466
0.7285389304161072,0.6419147253036499,0.7934224009513855,0.563832700252533
0.7339397668838501,0.6244580149650574,0.7903391718864441,0.5484055280685425
0.7316657304763794,0.6253460049629211,0.7913669347763062,0.5498494505882263
0.741614580154419,0.61275315284729,0.8036999106407166,0.5445432662963867
0.7421830296516418,0.6074907183647156,0.8057553768157959,0.5421901345252991
0.7464468479156494,0.6016914248466492,0.798561155796051,0.5367971062660217
0.7507106065750122,0.5904026031494141,0.798561155796051,0.5316545367240906
0.7472996115684509,0.5893328189849854,0.8057553768157959,0.5355404019355774
0.7524161338806152,0.5749848484992981,0.797533392906189,0.528527557849884
0.7569642066955566,0.5730898380279541,0.798561155796051,0.5318021178245544
0.7578169703483582,0.5664931535720825,0.798561155796051,0.532140851020813
0.7649232745170593,0.5515021085739136,0.798561155796051,0.5272756814956665
0.7626492381095886,0.5519750714302063,0.7954779267311096,0.5332074761390686
0.765491783618927,0.548255443572998,0.7913669347763062,0.5381945371627808
0.7771461009979248,0.5287705659866333,0.7954779267311096,0.5325238108634949
0.780272901058197,0.5204907655715942,0.7944501638412476,0.5348247289657593
0.7805571556091309,0.5226280093193054,0.779033899307251,0.5433586239814758
0.7839681506156921,0.5150828957557678,0.798561155796051,0.5462660789489746
0.7913587093353271,0.49960857629776,0.7841726541519165,0.5411692261695862
0.8021603226661682,0.48448094725608826,0.7913669347763062,0.5387360453605652
0.8038658499717712,0.4782879650592804,0.7965056300163269,0.54579758644104
0.8058555722236633,0.47993892431259155,0.7759506702423096,0.5559723973274231
0.8004547953605652,0.49253496527671814,0.78828364610672,0.5825158953666687
0.8010233044624329,0.48983699083328247,0.7718396782875061,0.572618305683136
0.8268902897834778,0.44498828053474426,0.7913669347763062,0.5476160049438477
0.8212052583694458,0.44675958156585693,0.797533392906189,0.5583613514900208
0.8212052583694458,0.4486792981624603,0.7903391718864441,0.5585706233978271
0.8476406931877136,0.4094875752925873,0.7903391718864441,0.564383327960968
0.8382603526115417,0.41847896575927734,0.7821171879768372,0.6034761667251587
0.8246162533760071,0.4376761317253113,0.7728674411773682,0.6026173233985901
0.8524730205535889,0.3908420503139496,0.798561155796051,0.5892558097839355
0.8547469973564148,0.378696084022522,0.797533392906189,0.5828919410705566
0.8564525246620178,0.38676437735557556,0.7913669347763062,0.5809241533279419
0.866969883441925,0.35238024592399597,0.789311408996582,0.5929602384567261
0.8678226470947266,0.3567703068256378,0.7913669347763062,0.6233137249946594
0.854462742805481,0.38088876008987427,0.78828364610672,0.614971935749054
0.8735076785087585,0.33176708221435547,0.789311408996582,0.6354391574859619
0.8806139826774597,0.3174404203891754,0.7841726541519165,0.6309484839439392
0.8791927099227905,0.3242371082305908,0.7862281799316406,0.6072587370872498
0.8897100687026978,0.29675382375717163,0.7995889186859131,0.6181520223617554
0.893121063709259,0.29415902495384216,0.78828364610672,0.6521407961845398
0.8862990140914917,0.3057415187358856,0.770811915397644,0.6510628461837769
0.9050596952438354,0.26518815755844116,0.7903391718864441,0.6416389346122742
0.8973848819732666,0.28117915987968445,0.7954779267311096,0.6761295795440674
0.8826037645339966,0.3128141164779663,0.7677286863327026,0.6718544960021973
0.9053439497947693,0.25742146372795105,0.7749229073524475,0.6637086868286133
0.8951108455657959,0.2756912410259247,0.7995889186859131,0.6871619820594788
0.8996589183807373,0.271466463804245,0.7944501638412476,0.6302827596664429
0.9152927994728088,0.2396247386932373,0.7769784331321716,0.6726386547088623
0.9070494771003723,0.24675074219703674,0.7841726541519165,0.7226521968841553
0.9192723035812378,0.21750518679618835,0.806783139705658,0.6787929534912109
